,id,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bedrooms,beds,price,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,bathrooms
19004,48084516,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,12.0,1,0,1,0.0,2.0
19005,48085826,0,0,Atalaya,Ciudad Lineal,Private room in condominium,Private room,1.0,1.0,39.0,106,0,1,0.0,1.5
19006,48086765,0,1,Almendrales,Usera,Private room in apartment,Private room,1.0,1.0,25.0,360,2,1,1.07,1.5
19007,48089804,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,79.0,165,3,59,3.0,1.0
19008,48091587,1,1,Puerta del Angel,Latina,Private room in apartment,Private room,1.0,1.0,40.0,147,0,1,0.0,1.5
19009,48092513,0,1,Lista,Salamanca,Entire condominium,Entire home/apt,1.0,2.0,60.0,347,0,2,0.0,1.5
19010,48095214,0,1,Ibiza,Retiro,Entire apartment,Entire home/apt,1.0,1.0,95.0,168,0,1,0.0,1.5
19011,48099045,1,0,Recoletos,Salamanca,Entire apartment,Entire home/apt,1.0,1.0,45.0,42,0,6,0.0,1.0
19012,48099714,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,3.0,6.0,83.0,351,0,20,0.0,1.0
19014,48100819,0,0,Prosperidad,Chamartín,Private room in apartment,Private room,1.0,0.0,55.0,364,0,1,0.0,1.0
19016,48102413,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,60.0,212,0,1,0.0,1.0
19018,48103072,1,0,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,26.0,139,2,5,1.03,1.5
19019,48103425,1,0,Universidad,Centro,Private room in apartment,Private room,1.0,0.0,26.0,127,3,5,1.58,1.0
19023,48105681,0,0,Palacio,Centro,Entire apartment,Entire home/apt,4.0,6.0,187.0,351,2,1,2.0,2.0
19024,48106744,0,0,Palos de Moguer,Arganzuela,Private room in apartment,Private room,1.0,1.0,45.0,365,0,1,0.0,1.0
19025,48107691,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,76.0,139,4,67,3.33,1.0
19026,48113008,0,0,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,38.0,203,1,7,1.0,1.0
19027,48115416,0,0,Palacio,Centro,Private room in apartment,Private room,1.0,2.0,33.0,211,0,7,0.0,1.0
19028,48116127,0,0,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,37.0,1,0,7,0.0,1.0
19029,48118430,0,1,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,4.0,201.0,332,0,17,0.0,2.0
19030,48119992,0,1,Puerta del Angel,Latina,Entire apartment,Entire home/apt,3.0,5.0,51.0,360,2,8,1.76,1.0
19031,48122153,0,1,Moscardó,Usera,Entire apartment,Entire home/apt,1.0,1.0,36.0,176,4,6,4.0,1.0
19032,48122835,1,1,Ibiza,Retiro,Private room in apartment,Private room,1.0,1.0,23.0,320,0,3,0.0,2.0
19033,48127297,0,1,Guindalera,Salamanca,Entire apartment,Entire home/apt,1.0,2.0,62.0,223,2,8,1.0,1.0
19034,48127640,0,1,Imperial,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,106.0,355,1,1,1.0,2.0
19035,48127971,0,1,Universidad,Centro,Private room in bed and breakfast,Private room,1.0,2.0,28.0,295,2,18,1.62,1.0
19038,48128455,0,1,Pueblo Nuevo,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,40.0,365,0,1,0.0,1.0
19042,48131212,0,1,Bellas Vistas,Tetuán,Entire apartment,Entire home/apt,2.0,2.0,64.0,197,0,2,0.0,1.0
19043,48131658,0,1,Timón,Barajas,Private room in chalet,Private room,2.0,1.0,30.0,229,0,3,0.0,1.0
19044,48132521,0,1,Lucero,Latina,Private room in apartment,Private room,1.0,1.0,23.0,80,0,3,0.0,1.0
19047,48134968,1,1,Ibiza,Retiro,Private room in apartment,Private room,1.0,1.0,20.0,295,0,3,0.0,2.0
19048,48139366,0,0,Acacias,Arganzuela,Entire apartment,Entire home/apt,2.0,2.0,60.0,88,0,2,0.0,2.0
19050,48140976,0,1,Cortes,Centro,Room in aparthotel,Private room,1.0,0.0,129.0,363,0,12,0.0,1.0
19051,48141246,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,89.0,362,1,1,1.0,1.0
19052,48142088,0,1,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,22.0,349,1,3,1.0,1.0
19053,48143506,0,1,Arcos,San Blas - Canillejas,Private room in apartment,Private room,1.0,1.0,24.0,364,0,3,0.0,1.0
19054,48154960,0,1,Argüelles,Moncloa - Aravaca,Private room in apartment,Private room,1.0,1.0,27.0,60,6,1,4.5,1.0
19055,48156723,0,1,Justicia,Centro,Private room in apartment,Private room,1.0,0.0,25.0,180,3,3,2.65,1.0
19056,48157259,0,1,Pueblo Nuevo,Ciudad Lineal,Entire apartment,Entire home/apt,3.0,5.0,70.0,365,1,3,0.5,1.0
19057,48163964,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,21.0,138,0,4,0.0,2.0
19058,48164133,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,20.0,154,0,4,0.0,2.0
19059,48164215,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,20.0,154,0,4,0.0,2.0
19060,48164259,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,21.0,140,0,4,0.0,2.0
19061,48165219,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,30.0,0,3,1,1.76,1.0
19063,48173649,0,0,Casa de Campo,Moncloa - Aravaca,Entire serviced apartment,Entire home/apt,1.0,1.0,62.0,134,0,1,0.0,1.0
19065,48174820,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,42.0,365,0,1,0.0,1.0
19066,48175244,0,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,140.0,304,0,101,0.0,2.0
19067,48176305,0,1,Trafalgar,Chamberí,Private room in apartment,Private room,1.0,1.0,20.0,143,0,3,0.0,1.0
19068,48176625,1,1,Sol,Centro,Entire serviced apartment,Entire home/apt,1.0,1.0,55.0,148,0,20,0.0,1.0
19069,48176779,0,1,Fuente del Berro,Salamanca,Entire apartment,Entire home/apt,1.0,0.0,60.0,360,1,1,1.0,1.0
19071,48179991,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,54.0,13,4,1,2.86,1.5
19073,48183630,0,1,Casco Histórico de Vallecas,Villa de Vallecas,Private room in apartment,Private room,1.0,1.0,30.0,363,0,1,0.0,1.0
19074,48184936,0,1,Goya,Salamanca,Private room in apartment,Private room,2.0,1.0,30.0,75,0,1,0.0,1.0
19076,48189641,0,0,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,42.0,203,4,7,2.55,1.0
19077,48190183,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,80.0,19,0,1,0.0,1.0
19079,48190639,0,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,4.0,49.0,355,7,38,3.89,3.0
19081,48191896,1,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,2.0,70.0,228,0,10,0.0,2.0
19082,48191991,0,1,Pacífico,Retiro,Entire apartment,Entire home/apt,2.0,2.0,85.0,353,0,1,0.0,2.0
19083,48194995,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,44.0,101,6,2,3.83,1.0
19084,48195046,0,1,Universidad,Centro,Private room in bed and breakfast,Private room,1.0,2.0,25.0,342,1,18,0.91,1.0
19085,48196548,0,1,Trafalgar,Chamberí,Private room in apartment,Private room,3.0,3.0,13.0,365,0,3,0.0,1.0
19086,48197482,0,1,Trafalgar,Chamberí,Private room in apartment,Private room,3.0,3.0,13.0,179,0,3,0.0,1.0
19087,48197734,0,1,Trafalgar,Chamberí,Shared room in apartment,Shared room,1.0,3.0,13.0,359,0,3,0.0,1.0
19088,48204406,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,0.0,24.0,57,2,4,1.46,1.0
19089,48204816,0,0,Nueva España,Chamartín,Entire apartment,Entire home/apt,1.0,1.0,40.0,77,1,1,1.0,1.0
19090,48204964,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,54.0,365,1,2,1.0,1.0
19091,48206510,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,71.0,221,0,2,0.0,1.0
19092,48209431,0,1,Universidad,Centro,Private room in bed and breakfast,Private room,1.0,0.0,27.0,331,1,18,0.77,1.5
19093,48209526,1,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,15.0,257,0,38,0.0,4.0
19094,48209577,1,1,Universidad,Centro,Entire apartment,Entire home/apt,4.0,6.0,150.0,207,0,7,0.0,2.0
19096,48210429,0,0,Almagro,Chamberí,Room in boutique hotel,Private room,1.0,2.0,54.0,350,1,2,0.64,1.0
19098,48218623,1,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,3.0,68.0,93,0,8,0.0,1.0
19100,48223213,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,3.0,111.0,364,0,1,0.0,1.0
19101,48224344,0,1,Justicia,Centro,Private room in hostel,Private room,1.0,1.0,35.0,12,0,10,0.0,1.0
19102,48225324,0,0,Valdefuentes,Hortaleza,Entire apartment,Entire home/apt,3.0,3.0,96.0,108,0,2,0.0,2.0
19103,48235823,0,1,Almenara,Tetuán,Private room in apartment,Private room,1.0,1.0,25.0,349,2,1,2.0,1.0
19104,48236743,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,5.0,65.0,349,0,5,0.0,1.0
19105,48237285,0,1,Guindalera,Salamanca,Entire apartment,Entire home/apt,1.0,2.0,62.0,200,1,8,1.0,1.0
19106,48241056,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,3.0,4.0,120.0,333,5,5,3.57,2.5
19107,48245055,0,0,Entrevías,Puente de Vallecas,Private room in house,Private room,1.0,1.0,30.0,365,0,1,0.0,1.0
19108,48245090,1,1,Berruguete,Tetuán,Entire condominium,Entire home/apt,2.0,2.0,92.0,180,1,8,0.64,2.0
19109,48249273,0,1,Acacias,Arganzuela,Private room in apartment,Private room,1.0,1.0,20.0,85,4,2,2.26,1.0
19110,48251644,0,1,Justicia,Centro,Private room in hostel,Private room,1.0,2.0,24.0,179,8,10,4.44,1.0
19111,48255074,0,1,Justicia,Centro,Private room in house,Private room,1.0,1.0,20.0,318,0,2,0.0,1.0
19112,48261073,0,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,79.0,292,0,1,0.0,2.0
19113,48262027,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,3.0,6.0,120.0,352,0,20,0.0,1.0
19115,48262878,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,35.0,179,1,1,0.57,1.0
19116,48265692,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,43.0,102,4,1,2.67,1.0
19118,48269599,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,57.0,170,3,1,2.25,1.0
19120,48276048,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,79.0,356,1,20,1.0,2.0
19121,48276489,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,94.0,287,0,72,0.0,1.0
19122,48277815,0,0,San Isidro,Carabanchel,Private room in apartment,Private room,1.0,1.0,30.0,91,0,1,0.0,1.0
19123,48277875,0,0,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,58.0,169,1,1,1.0,1.0
19124,48279236,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,39.0,0,5,21,3.66,1.0
19125,48280369,0,1,Guindalera,Salamanca,Private room in apartment,Private room,1.0,1.0,21.0,364,0,8,0.0,3.0
19126,48281009,0,0,Imperial,Arganzuela,Private room in apartment,Private room,1.0,1.0,17.0,100,0,2,0.0,1.0
19127,48283680,0,1,Arcos,San Blas - Canillejas,Entire apartment,Entire home/apt,1.0,2.0,45.0,358,0,3,0.0,1.0
19128,48284153,0,1,Jerónimos,Retiro,Entire apartment,Entire home/apt,2.0,3.0,80.0,73,2,12,1.5,1.0
19129,48290271,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,2.0,58.0,261,1,33,1.0,1.0
19130,48290308,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,66.0,252,0,33,0.0,1.0
19131,48290312,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,58.0,259,0,33,0.0,1.0
19132,48290319,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,0.0,57.0,261,1,33,1.0,1.0
19133,48290365,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,59.0,256,1,33,0.68,1.0
19134,48290369,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,66.0,246,0,33,0.0,1.0
19135,48290370,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,65.0,258,2,33,1.87,1.0
19136,48290371,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,2.0,58.0,261,1,33,1.0,1.0
19137,48290393,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,66.0,235,0,33,0.0,1.0
19138,48290399,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,3.0,65.0,254,3,33,2.2,1.0
19139,48290404,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,57.0,261,1,33,1.0,1.0
19140,48290407,0,1,Rios Rosas,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,59.0,261,0,33,0.0,1.0
19141,48290409,0,1,Rios Rosas,Chamberí,Entire apartment,Entire home/apt,1.0,2.0,57.0,261,0,33,0.0,1.0
19142,48290419,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,3.0,58.0,0,1,33,0.88,1.0
19143,48290422,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,4.0,61.0,257,0,33,0.0,1.0
19144,48290424,0,1,Bellas Vistas,Tetuán,Entire apartment,Entire home/apt,2.0,3.0,75.0,251,1,33,1.0,1.0
19145,48290427,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,59.0,261,1,33,1.0,1.0
19146,48290431,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,3.0,67.0,259,1,33,0.86,1.0
19147,48290454,0,1,Rios Rosas,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,64.0,0,1,33,1.0,1.0
19148,48290460,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,3.0,72.0,240,3,33,2.14,1.0
19149,48290462,0,1,Opañel,Carabanchel,Entire apartment,Entire home/apt,2.0,4.0,73.0,233,0,33,0.0,1.0
19150,48290556,0,1,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,2.0,66.0,251,0,33,0.0,1.0
19151,48290561,0,1,San Pascual,Ciudad Lineal,Entire apartment,Entire home/apt,2.0,4.0,68.0,255,0,33,0.0,2.0
19152,48290661,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,67.0,258,0,33,0.0,1.0
19153,48290665,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,72.0,258,0,33,0.0,1.0
19154,48290666,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,4.0,61.0,261,0,33,0.0,2.0
19155,48290675,0,1,Justicia,Centro,Entire apartment,Entire home/apt,3.0,0.0,108.0,261,0,33,0.0,1.0
19156,48290677,0,1,Comillas,Carabanchel,Entire apartment,Entire home/apt,3.0,4.0,72.0,248,2,33,1.5,1.0
19157,48290722,0,1,Puerta del Angel,Latina,Entire apartment,Entire home/apt,3.0,5.0,113.0,252,0,33,0.0,2.0
19158,48290726,0,1,Opañel,Carabanchel,Entire apartment,Entire home/apt,4.0,4.0,120.0,188,1,33,1.0,2.0
19159,48290728,0,1,Ibiza,Retiro,Entire apartment,Entire home/apt,4.0,0.0,119.0,240,0,33,0.0,1.5
19160,48290903,0,1,San Diego,Puente de Vallecas,Entire apartment,Entire home/apt,1.0,2.0,83.0,365,0,40,0.0,1.0
19161,48291082,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,3.0,69.0,341,0,1,0.0,1.0
19162,48291668,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,65.0,258,2,33,1.58,1.0
19164,48306657,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,2.0,18.0,288,5,1,3.85,1.5
19165,48307436,0,1,Sol,Centro,Entire apartment,Entire home/apt,4.0,5.0,176.0,323,4,1,2.93,3.5
19166,48307670,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,80.0,364,0,1,0.0,1.0
19167,48311548,0,1,Berruguete,Tetuán,Private room in apartment,Private room,3.0,3.0,100.0,365,0,1,0.0,1.5
19168,48312388,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,65.0,1,1,13,1.0,1.0
19169,48313591,0,1,Fuente del Berro,Salamanca,Tiny house,Entire home/apt,1.0,1.0,50.0,364,2,1,1.28,1.5
19171,48315935,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,70.0,162,2,67,1.5,1.0
19172,48320766,0,1,Rios Rosas,Chamberí,Entire apartment,Entire home/apt,2.0,4.0,55.0,283,0,11,0.0,1.0
19173,48321879,0,0,Chopera,Arganzuela,Entire apartment,Entire home/apt,1.0,1.0,50.0,167,0,2,0.0,1.0
19174,48324482,0,1,Sol,Centro,Entire apartment,Entire home/apt,3.0,10.0,207.0,0,0,3,0.0,2.0
19175,48325272,0,1,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,2.0,73.0,319,0,12,0.0,1.0
19176,48325709,0,0,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,80.0,258,2,1,1.58,1.0
19177,48325801,0,0,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,121.0,365,0,4,0.0,1.0
19178,48326477,1,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,21.0,349,0,38,0.0,4.0
19179,48327417,0,1,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,2.0,114.0,0,0,12,0.0,1.0
19181,48329046,0,1,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,1.0,48.0,363,0,12,0.0,1.0
19182,48329048,0,1,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,2.0,96.0,364,0,12,0.0,1.0
19183,48329050,0,1,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,2.0,55.0,336,0,12,0.0,1.0
19184,48329849,0,1,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,1.0,60.0,359,0,12,0.0,1.0
19185,48329859,0,1,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,2.0,86.0,360,0,12,0.0,1.0
19186,48329861,0,1,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,1.0,63.0,364,3,12,3.0,1.0
19187,48330121,0,1,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,2.0,80.0,364,0,12,0.0,1.0
19188,48330130,0,1,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,2.0,101.0,360,0,12,0.0,1.0
19189,48330141,0,1,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,1.0,56.0,364,0,12,0.0,1.0
19190,48330721,0,1,Goya,Salamanca,Shared room in serviced apartment,Shared room,1.0,1.0,13.0,31,0,1,0.0,1.0
19191,48332449,0,1,Sol,Centro,Private room in hostel,Private room,1.0,2.0,26.0,178,6,10,4.0,1.0
19192,48339899,0,0,Lista,Salamanca,Private room in bed and breakfast,Private room,1.0,1.0,45.0,162,0,1,0.0,1.0
19193,48341325,0,0,Legazpi,Arganzuela,Private room in apartment,Private room,1.0,1.0,13.0,226,0,1,0.0,1.0
19194,48344462,1,1,Guindalera,Salamanca,Entire apartment,Entire home/apt,3.0,3.0,120.0,46,0,3,0.0,1.5
19195,48345616,0,1,Universidad,Centro,Private room in house,Private room,1.0,1.0,20.0,318,0,24,0.0,0.0
19196,48354077,0,1,Delicias,Arganzuela,Private room in apartment,Private room,1.0,1.0,15.0,151,0,1,0.0,1.0
19197,48371996,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,3.0,105.0,0,1,1,1.0,1.0
19198,48374549,0,1,Cuatro Caminos,Tetuán,Entire apartment,Entire home/apt,2.0,2.0,79.0,361,0,1,0.0,1.0
19199,48378020,0,1,Gaztambide,Chamberí,Entire apartment,Entire home/apt,2.0,2.0,89.0,131,0,1,0.0,1.0
19200,48378517,1,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,3.0,66.0,72,3,8,2.5,1.0
19201,48378675,0,1,Universidad,Centro,Private room in house,Private room,1.0,1.0,18.0,350,0,4,0.0,2.0
19202,48381174,0,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,2.0,2.0,77.0,281,10,1,6.82,2.5
19203,48385828,0,1,Universidad,Centro,Entire serviced apartment,Entire home/apt,1.0,2.0,125.0,351,0,12,0.0,1.0
19204,48388035,1,1,Sol,Centro,Entire serviced apartment,Entire home/apt,3.0,3.0,70.0,259,0,20,0.0,1.0
19205,48389764,0,1,Aguilas,Latina,Private room in apartment,Private room,1.0,1.0,10.0,350,0,1,0.0,1.5
19206,48392220,0,0,Quintana,Ciudad Lineal,Entire apartment,Entire home/apt,3.0,3.0,220.0,89,0,1,0.0,3.0
19207,48393717,0,1,Moscardó,Usera,Private room in apartment,Private room,1.0,0.0,18.0,365,2,2,2.0,1.5
19210,48409386,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,29.0,320,2,1,1.46,1.0
19211,48410921,0,1,Justicia,Centro,Private room in bed and breakfast,Private room,1.0,2.0,143.0,363,0,3,0.0,1.0
19212,48416150,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,5.0,129.0,17,0,3,0.0,1.0
19213,48417261,0,1,Goya,Salamanca,Entire condominium,Entire home/apt,2.0,2.0,180.0,166,0,1,0.0,2.0
19214,48417827,0,1,Delicias,Arganzuela,Entire apartment,Entire home/apt,1.0,2.0,50.0,127,0,20,0.0,1.0
19216,48420767,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,57.0,171,3,2,2.81,1.0
19217,48421435,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,4.0,54.0,103,5,2,3.75,1.0
19218,48424035,1,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,1.0,136.0,183,0,67,0.0,1.0
19219,48424322,1,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,72.0,158,3,67,3.0,1.0
19220,48432238,0,0,Pueblo Nuevo,Ciudad Lineal,Private room in apartment,Private room,1.0,0.0,30.0,365,0,1,0.0,1.0
19221,48434093,0,1,Justicia,Centro,Entire apartment,Entire home/apt,3.0,4.0,72.0,342,5,38,5.0,2.0
19223,48436296,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,30.0,43,0,1,0.0,1.0
19224,48436442,0,0,Casa de Campo,Moncloa - Aravaca,Entire apartment,Entire home/apt,3.0,5.0,76.0,333,0,1,0.0,1.0
19225,48437356,0,1,Orcasitas,Usera,Private room in house,Private room,1.0,2.0,18.0,365,0,1,0.0,1.0
19226,48437696,0,0,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,100.0,319,0,1,0.0,1.0
19227,48440715,0,1,Jerónimos,Retiro,Entire apartment,Entire home/apt,4.0,9.0,193.0,16,0,3,0.0,2.0
19228,48443041,1,1,Palacio,Centro,Entire serviced apartment,Entire home/apt,2.0,2.0,136.0,348,6,2,4.39,2.0
19229,48444412,0,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,1.0,1.0,36.0,362,0,9,0.0,1.0
19230,48447242,0,0,Ciudad Jardín,Chamartín,Entire apartment,Entire home/apt,2.0,2.0,34.0,173,0,1,0.0,1.5
19231,48451285,0,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,4.0,96.0,200,0,5,0.0,1.5
19232,48456927,0,1,Trafalgar,Chamberí,Entire apartment,Entire home/apt,2.0,2.0,106.0,362,0,3,0.0,2.0
19233,48457715,0,1,Cármenes,Latina,Private room in apartment,Private room,1.0,1.0,18.0,357,0,1,0.0,1.5
19235,48463893,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,33.0,108,0,18,0.0,1.5
19236,48467463,0,0,Palomeras Bajas,Puente de Vallecas,Private room in apartment,Private room,1.0,2.0,30.0,364,0,1,0.0,1.0
19237,48478104,0,1,Numancia,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,11.0,180,0,1,0.0,1.5
19239,48481892,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,30.0,350,6,3,6.0,1.0
19240,48494043,0,1,Embajadores,Centro,Private room in condominium,Private room,1.0,1.0,35.0,354,0,1,0.0,1.0
19241,48499098,0,0,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,28.0,0,0,1,0.0,1.0
19242,48507881,0,1,Trafalgar,Chamberí,Shared room in apartment,Shared room,1.0,1.0,13.0,1,0,8,0.0,1.0
19243,48515086,0,0,San Diego,Puente de Vallecas,Entire apartment,Entire home/apt,3.0,3.0,80.0,361,0,4,0.0,1.0
19245,48520686,0,1,Cuatro Caminos,Tetuán,Entire apartment,Entire home/apt,1.0,2.0,65.0,27,2,4,2.0,1.0
19246,48521150,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,32.0,87,1,18,1.0,1.5
19247,48527665,0,0,Rejas,San Blas - Canillejas,Entire apartment,Entire home/apt,2.0,3.0,100.0,179,0,2,0.0,2.0
19248,48535215,0,0,Ventas,Ciudad Lineal,Entire condominium,Entire home/apt,3.0,3.0,115.0,365,0,1,0.0,1.5
19249,48535772,0,1,Pacífico,Retiro,Entire apartment,Entire home/apt,2.0,3.0,59.0,283,0,5,0.0,1.0
19250,48536655,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,109.0,364,2,1,2.0,1.0
19251,48542424,0,1,Ciudad Universitaria,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,1.0,37.0,90,1,18,1.0,1.5
19254,48557061,1,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,2.0,5.0,185.0,258,0,28,0.0,2.0
19255,48558627,0,1,Legazpi,Arganzuela,Private room in condominium,Private room,1.0,1.0,22.0,79,3,1,3.0,1.0
19256,48560304,0,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,1.0,62.0,314,0,101,0.0,1.0
19257,48561959,0,0,Palacio,Centro,Entire apartment,Entire home/apt,4.0,4.0,75.0,359,0,1,0.0,1.0
19258,48562451,0,0,Aluche,Latina,Entire apartment,Entire home/apt,1.0,1.0,43.0,173,1,1,1.0,1.0
19259,48562466,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,16.0,355,1,29,1.0,2.0
